timestamp_ms,frametime_ms,fps
1757235305964,7.968,125.50
1757235305971,8.264,121.01
1757235305981,8.700,114.94
1757235305990,9.517,105.08
1757235305999,7.634,131.00
1757235306007,8.254,121.16
1757235306015,8.486,117.84
1757235306024,8.382,119.31
1757235306032,8.715,114.75
1757235306041,9.154,109.24
1757235306049,7.557,132.33
1757235306058,8.540,117.10
1757235306066,8.187,122.14
1757235306074,8.358,119.64
1757235306082,8.295,120.55
1757235306092,9.083,110.10
1757235306099,7.775,128.61
1757235306107,8.370,119.47
1757235306115,8.300,120.48
1757235306124,8.510,117.50
1757235306133,8.588,116.45
1757235306141,9.078,110.16
1757235306149,7.592,131.72
1757235306158,8.368,119.51
1757235306166,8.223,121.61
1757235306175,8.380,119.33
1757235306183,8.387,119.24
1757235306193,9.642,103.71
1757235306200,6.965,143.59
1757235306208,8.371,119.47
1757235306216,8.384,119.28
1757235306225,8.265,120.99
1757235306234,9.022,110.84
1757235306243,9.085,110.07
1757235306250,7.717,129.58
1757235306258,8.147,122.74
1757235306266,8.356,119.68
1757235306276,9.330,107.18
1757235306284,8.056,124.14
1757235306294,9.156,109.21
1757235306301,7.554,132.38
1757235306309,8.343,119.86
1757235306318,8.323,120.15
1757235306325,8.364,119.56
1757235306334,8.923,112.07
1757235306343,8.817,113.42
1757235306351,7.339,136.26
1757235306360,8.506,117.57
1757235306368,8.177,122.30
1757235306376,8.650,115.61
1757235306385,8.364,119.56
1757235306394,9.254,108.06
1757235306403,8.547,117.00
1757235306411,8.692,115.04
1757235306419,7.880,126.91
1757235306427,8.303,120.45
1757235306436,8.679,115.22
1757235306445,9.122,109.63
1757235306453,7.296,137.06
1757235306461,8.546,117.01
1757235306469,8.257,121.11
1757235306477,8.326,120.10
1757235306486,9.382,106.58
1757235306497,10.053,99.47
1757235306505,7.525,132.89
1757235306513,8.411,118.90
1757235306521,8.466,118.12
1757235306530,8.320,120.20
1757235306538,8.367,119.52
1757235306547,9.209,108.60
1757235306555,7.509,133.18
1757235306564,8.669,115.35
1757235306571,8.085,123.69
1757235306579,8.176,122.31
1757235306588,8.310,120.33
1757235306598,9.739,102.68
1757235306604,7.008,142.69
1757235306613,8.257,121.12
1757235306622,8.365,119.55
1757235306630,8.373,119.43
1757235306639,8.495,117.72
1757235306648,9.486,105.42
1757235306655,7.322,136.57
1757235306664,8.170,122.39
1757235306672,8.539,117.11
1757235306680,8.144,122.80
1757235306689,8.976,111.41
1757235306698,9.344,107.03
1757235306705,7.526,132.87
1757235306714,8.623,115.97
1757235306722,8.381,119.32
1757235306731,8.487,117.83
1757235306741,9.439,105.94
1757235306749,7.824,127.82
1757235306757,8.522,117.35
1757235306766,8.290,120.63
1757235306774,8.302,120.45
1757235306783,9.355,106.90
1757235306792,9.420,106.16
1757235306800,7.400,135.13
1757235306809,9.154,109.25
1757235306818,8.501,117.64
1757235306826,8.261,121.05
1757235306834,8.333,120.01
1757235306843,9.186,108.86
1757235306851,7.736,129.26
1757235306859,8.194,122.04
1757235306867,8.111,123.29
1757235306875,8.447,118.38
1757235306884,8.310,120.34
1757235306893,9.280,107.76
1757235306900,7.460,134.04
1757235306910,9.090,110.01
1757235306918,8.330,120.05
1757235306927,8.986,111.28
1757235306936,8.934,111.94
1757235306944,9.089,110.03
1757235306953,7.743,129.15
1757235306961,8.278,120.81
1757235306969,8.364,119.55
1757235306978,8.308,120.37
1757235306987,9.437,105.97
1757235306996,9.312,107.38
1757235307004,7.546,132.52
1757235307013,8.363,119.57
1757235307021,8.652,115.58
1757235307029,8.254,121.16
1757235307037,8.092,123.58
1757235307047,9.193,108.78
1757235307055,7.467,133.92
1757235307063,8.674,115.28
1757235307071,8.496,117.70
1757235307080,8.355,119.68
1757235307089,8.485,117.86
1757235307098,9.755,102.51
1757235307106,7.632,131.04
1757235307114,8.148,122.74
1757235307121,8.347,119.81
1757235307130,8.306,120.39
1757235307139,8.433,118.58
1757235307149,9.605,104.11
1757235307156,7.477,133.74
1757235307165,8.332,120.03
1757235307173,8.658,115.50
1757235307182,8.403,119.00
1757235307191,9.131,109.52
1757235307198,7.450,134.23
1757235307206,8.386,119.25
1757235307215,8.355,119.69
1757235307225,10.251,97.55
1757235307232,7.348,136.10
1757235307241,9.217,108.50
1757235307249,7.580,131.92
1757235307258,8.185,122.18
1757235307266,8.373,119.44
1757235307274,8.356,119.68
1757235307283,8.956,111.66
1757235307293,9.275,107.82
1757235307300,7.419,134.80
1757235307308,8.325,120.12
1757235307317,9.169,109.06
1757235307326,8.943,111.82
1757235307335,8.375,119.40
1757235307343,9.132,109.51
1757235307351,7.714,129.64
1757235307360,8.274,120.86
1757235307368,8.383,119.28
1757235307376,8.445,118.41
1757235307384,8.205,121.88
1757235307394,9.654,103.59
1757235307401,7.434,134.52
1757235307410,8.298,120.52
1757235307418,8.345,119.84
1757235307427,8.684,115.16
1757235307436,8.422,118.74
1757235307445,9.445,105.88
1757235307453,7.486,133.58
1757235307461,8.325,120.12
1757235307469,8.419,118.77
1757235307477,8.337,119.95
1757235307487,8.883,112.57
1757235307496,8.913,112.19
1757235307504,8.636,115.80
1757235307511,7.656,130.61
1757235307520,8.384,119.27
1757235307529,9.181,108.92
1757235307537,7.828,127.75
1757235307546,9.390,106.49
1757235307554,7.297,137.05
1757235307561,8.307,120.37
1757235307571,8.394,119.13
1757235307579,8.336,119.96
1757235307587,8.447,118.39
1757235307596,9.179,108.95
1757235307604,7.457,134.11
1757235307611,8.247,121.26
1757235307621,8.381,119.31
1757235307628,8.315,120.27
1757235307637,8.591,116.40
1757235307646,9.348,106.98
1757235307654,7.542,132.59
1757235307661,8.270,120.92
1757235307670,8.528,117.26
1757235307680,8.229,121.52
1757235307688,8.354,119.70
1757235307697,9.165,109.11
1757235307705,7.490,133.51
1757235307713,8.822,113.36
1757235307721,8.151,122.69
1757235307729,8.338,119.93
1757235307738,8.497,117.69
1757235307748,9.149,109.30
1757235307755,7.669,130.40
1757235307763,8.332,120.02
1757235307771,8.166,122.45
1757235307780,8.344,119.85
1757235307788,8.353,119.72
1757235307797,9.193,108.78
1757235307805,7.450,134.23
1757235307812,8.257,121.12
1757235307821,8.383,119.30
1757235307829,8.484,117.86
1757235307838,8.336,119.96
1757235307847,9.307,107.45
1757235307854,7.414,134.89
1757235307863,8.245,121.29
1757235307872,8.372,119.45
1757235307880,8.365,119.55
1757235307888,8.414,118.86
1757235307898,10.060,99.40
1757235307906,8.031,124.51
1757235307915,8.293,120.58
1757235307923,8.304,120.42
1757235307931,8.384,119.28
1757235307940,9.267,107.91
1757235307947,7.381,135.49
1757235307955,8.383,119.29
1757235307964,8.288,120.66
1757235307973,8.737,114.46
1757235307981,8.355,119.69
1757235307991,10.125,98.77
1757235308000,7.387,135.38
1757235308008,8.477,117.97
1757235308016,8.172,122.36
1757235308025,8.442,118.45
1757235308033,8.341,119.89
1757235308043,9.992,100.09
1757235308050,7.346,136.12
1757235308058,8.814,113.46
1757235308068,8.357,119.66
1757235308077,9.120,109.65
1757235308085,8.238,121.39
1757235308094,9.299,107.54
1757235308102,7.772,128.67
1757235308110,7.927,126.15
1757235308118,8.373,119.43
1757235308126,8.364,119.57
1757235308134,8.263,121.02
1757235308144,9.996,100.04
1757235308151,7.527,132.86
1757235308160,8.585,116.48
1757235308169,8.017,124.73
1757235308178,8.463,118.17
1757235308186,8.945,111.80
1757235308196,9.226,108.39
1757235308203,7.344,136.17
1757235308211,8.308,120.37
1757235308220,8.515,117.43
1757235308227,8.187,122.14
1757235308235,8.329,120.06
1757235308246,9.485,105.43
1757235308253,7.462,134.02
1757235308261,8.479,117.94
1757235308270,8.321,120.18
1757235308278,8.436,118.54
1757235308286,8.419,118.77
1757235308296,9.087,110.04
1757235308303,7.398,135.17
1757235308313,9.529,104.94
1757235308321,8.045,124.31
1757235308329,8.443,118.44
1757235308337,8.348,119.79
1757235308347,9.790,102.14
1757235308355,8.195,122.02
1757235308364,8.362,119.58
1757235308372,8.315,120.26
1757235308381,9.172,109.03
1757235308390,9.620,103.95
1757235308398,7.550,132.45
1757235308406,8.237,121.40
1757235308414,8.227,121.55
1757235308423,9.033,110.71
1757235308432,7.634,131.00
1757235308441,9.363,106.80
1757235308449,7.344,136.17
1757235308457,8.656,115.53
1757235308466,8.504,117.60
1757235308474,8.246,121.28
1757235308482,8.327,120.10
1757235308492,9.566,104.54
1757235308499,7.306,136.87
1757235308507,8.311,120.33
1757235308515,8.476,117.98
1757235308524,8.194,122.04
1757235308532,8.857,112.91
1757235308543,9.939,100.61
1757235308550,7.351,136.03
1757235308560,9.264,107.95
1757235308567,7.831,127.70
1757235308576,8.487,117.83
1757235308584,8.247,121.26
1757235308593,9.376,106.66
1757235308601,7.804,128.15
1757235308610,8.469,118.08
1757235308617,8.107,123.36
1757235308626,8.617,116.05
1757235308634,8.575,116.62
1757235308644,9.262,107.97
1757235308652,7.459,134.06
1757235308660,8.327,120.09
1757235308668,8.475,118.00
1757235308676,8.156,122.61
1757235308685,8.346,119.81
1757235308694,9.258,108.02
1757235308702,7.489,133.53
1757235308710,8.251,121.20
1757235308718,8.339,119.92
1757235308727,8.341,119.88
1757235308735,8.322,120.16
1757235308744,9.338,107.10
1757235308752,7.407,135.01
1757235308761,9.042,110.60
1757235308769,8.549,116.97
1757235308777,8.462,118.17
1757235308786,8.424,118.71
1757235308795,9.165,109.11
1757235308804,8.481,117.91
1757235308811,7.911,126.41
1757235308820,9.283,107.72
1757235308829,8.225,121.58
1757235308838,8.323,120.15
1757235308847,9.654,103.58
1757235308856,8.293,120.58
1757235308863,7.886,126.81
1757235308871,8.407,118.95
1757235308881,9.431,106.03
1757235308891,9.947,100.53
1757235308898,7.677,130.26
1757235308907,8.472,118.03
1757235308916,9.261,107.98
1757235308924,8.526,117.29
1757235308935,9.164,109.13
1757235308943,8.967,111.52
1757235308951,7.454,134.17
1757235308959,8.340,119.91
1757235308967,8.389,119.21
1757235308976,8.488,117.81
1757235308985,8.358,119.65
1757235308994,9.243,108.19
1757235309001,7.432,134.55
1757235309009,8.371,119.46
1757235309018,8.385,119.26
1757235309026,8.638,115.77
1757235309035,8.922,112.09
1757235309044,9.231,108.34
1757235309052,7.435,134.51
1757235309060,8.349,119.78
1757235309068,8.305,120.41
1757235309077,8.756,114.20
1757235309085,7.935,126.03
1757235309094,9.662,103.50
1757235309102,7.250,137.93
1757235309111,8.750,114.28
1757235309119,8.287,120.67
1757235309127,8.528,117.26
1757235309136,8.325,120.12
1757235309145,9.258,108.01
1757235309153,7.953,125.73
1757235309161,8.005,124.92
1757235309170,9.173,109.02
1757235309179,8.313,120.29
1757235309188,9.031,110.73
1757235309196,8.826,113.31
1757235309204,7.480,133.69
1757235309214,9.306,107.46
1757235309222,7.943,125.90
1757235309230,8.338,119.93
1757235309238,8.467,118.10
1757235309247,9.268,107.89
1757235309256,8.056,124.13
1757235309263,7.702,129.83
1757235309271,8.322,120.16
1757235309279,8.340,119.91
1757235309289,8.386,119.25
1757235309298,9.733,102.74
1757235309306,7.530,132.81
1757235309314,8.237,121.41
1757235309321,8.541,117.09
1757235309330,8.274,120.87
1757235309339,8.336,119.96
1757235309348,9.278,107.78
1757235309356,7.463,134.00
1757235309364,8.314,120.28
1757235309372,8.279,120.79
1757235309381,8.512,117.48
1757235309389,8.179,122.27
1757235309398,9.303,107.49
1757235309406,7.450,134.22
1757235309414,8.291,120.61
1757235309423,8.451,118.33
1757235309431,8.185,122.17
1757235309439,8.368,119.50
1757235309450,11.081,90.25
1757235309456,6.145,162.74
1757235309464,8.000,125.00
1757235309471,8.242,121.33
1757235309481,8.711,114.80
1757235309489,8.000,125.00
1757235309498,9.497,105.30
1757235309507,9.308,107.44
1757235309517,9.764,102.42
1757235309524,6.893,145.07
1757235309533,9.226,108.39
1757235309544,9.861,101.41
1757235309551,6.793,147.21
1757235309558,7.752,128.99
1757235309567,9.033,110.71
1757235309575,7.290,137.18
1757235309583,8.562,116.80
1757235309594,10.887,91.85
1757235309600,5.987,167.02
1757235309608,8.379,119.34
1757235309616,8.381,119.31
1757235309626,8.534,117.18
1757235309634,8.037,124.43
1757235309644,10.001,99.99
1757235309664,20.028,49.93
1757235309671,7.740,129.21
1757235309679,8.222,121.62
1757235309687,7.898,126.61
1757235309697,10.420,95.97
1757235309704,6.357,157.30
1757235309714,9.611,104.05
1757235309721,8.229,121.52
1757235309730,8.156,122.61
1757235309738,8.259,121.08
1757235309748,9.774,102.31
1757235309755,7.276,137.44
1757235309764,8.316,120.25
1757235309772,8.686,115.13
1757235309780,8.566,116.75
1757235309791,11.047,90.53
1757235309799,7.278,137.39
1757235309806,7.738,129.23
1757235309815,8.597,116.32
1757235309823,7.970,125.47
1757235309832,8.382,119.30
1757235309842,9.945,100.55
1757235309849,6.666,150.01
1757235309857,8.523,117.32
1757235309866,8.605,116.21
1757235309874,8.790,113.77
1757235309881,8.017,124.73
1757235309891,9.718,102.90
1757235309898,6.810,146.85
1757235309908,8.301,120.46
1757235309916,8.360,119.62
1757235309924,8.494,117.73
1757235309939,14.872,67.24
1757235309943,3.531,283.21
1757235309950,6.800,147.05
1757235309959,9.629,103.86
1757235309967,8.456,118.26
1757235309975,7.542,132.59
1757235309984,8.664,115.43
1757235309994,10.345,96.67
1757235310000,6.276,159.34
1757235310008,8.348,119.78
1757235310018,9.542,104.80
1757235310026,7.437,134.47
1757235310033,7.731,129.36
1757235310043,9.689,103.21
1757235310050,6.862,145.74
1757235310058,8.954,111.69
1757235310067,7.824,127.81
1757235310075,8.183,122.20
1757235310084,8.735,114.48
1757235310093,9.211,108.57
1757235310099,7.266,137.62
1757235310108,8.617,116.05
1757235310116,8.381,119.32
1757235310124,8.067,123.97
1757235310133,8.506,117.57
1757235310143,9.683,103.27
1757235310149,6.799,147.08
1757235310158,8.462,118.18
1757235310167,8.586,116.48
1757235310176,8.202,121.92
1757235310184,8.307,120.38
1757235310193,9.516,105.09
1757235310201,7.173,139.42
1757235310209,8.469,118.08
1757235310217,8.354,119.70
1757235310226,8.360,119.62
1757235310234,8.564,116.77
1757235310244,9.693,103.17
1757235310251,6.906,144.80
1757235310259,8.457,118.25
1757235310267,8.141,122.83
1757235310276,8.374,119.42
1757235310285,8.711,114.80
1757235310294,9.422,106.13
1757235310300,6.921,144.48
1757235310309,8.465,118.13
1757235310317,8.251,121.20
1757235310326,8.728,114.58
1757235310334,8.335,119.98
1757235310344,9.359,106.85
1757235310351,7.390,135.32
1757235310360,9.087,110.04
1757235310369,8.354,119.70
1757235310377,8.454,118.28
1757235310386,8.764,114.10
1757235310395,9.300,107.52
1757235310404,8.883,112.57
1757235310411,7.611,131.39
1757235310421,8.877,112.65
1757235310429,8.576,116.61
1757235310437,8.319,120.21
1757235310448,10.210,97.94
1757235310455,6.939,144.10
1757235310463,8.562,116.80
1757235310471,8.201,121.94
1757235310479,8.167,122.45
1757235310488,8.326,120.11
1757235310498,9.589,104.29
1757235310505,7.294,137.09
1757235310513,8.292,120.59
1757235310521,8.270,120.92
1757235310530,8.271,120.91
1757235310538,8.893,112.45
1757235310549,10.277,97.31
1757235310555,6.805,146.96
1757235310564,8.194,122.03
1757235310572,8.635,115.81
1757235310580,8.220,121.65
1757235310589,8.628,115.90
1757235310598,9.891,101.10
1757235310605,6.835,146.30
1757235310614,8.388,119.22
1757235310623,8.371,119.46
1757235310631,8.355,119.69
1757235310639,8.204,121.89
1757235310649,9.625,103.90
1757235310656,6.979,143.29
1757235310664,8.127,123.05
1757235310673,8.592,116.39
1757235310681,8.042,124.35
1757235310689,8.507,117.55
1757235310698,9.460,105.71
1757235310706,8.015,124.76
1757235310715,8.017,124.74
1757235310723,8.305,120.41
1757235310731,8.314,120.28
1757235310740,9.577,104.42
1757235310748,7.460,134.05
1757235310757,8.615,116.08
1757235310765,8.020,124.68
1757235310773,8.579,116.57
1757235310781,8.089,123.63
1757235310791,9.625,103.90
1757235310798,7.299,137.00
1757235310806,8.375,119.40
1757235310815,8.796,113.69
1757235310823,7.901,126.57
1757235310832,8.307,120.38
1757235310842,9.773,102.32
1757235310849,7.212,138.66
1757235310857,8.346,119.83
1757235310866,8.736,114.47
1757235310874,7.857,127.28
1757235310881,8.346,119.82
1757235310891,9.881,101.20
1757235310899,7.239,138.15
1757235310907,8.557,116.86
1757235310916,8.395,119.12
1757235310924,8.093,123.57
1757235310933,8.541,117.08
1757235310941,9.260,107.99
1757235310949,7.388,135.35
1757235310957,8.221,121.65
1757235310966,8.496,117.71
1757235310974,8.738,114.45
1757235310984,8.268,120.95
1757235310993,9.357,106.87
1757235311001,8.019,124.71
1757235311009,8.159,122.56
1757235311016,8.243,121.32
1757235311025,8.369,119.48
1757235311034,8.354,119.71
1757235311043,9.528,104.95
1757235311051,7.237,138.19
1757235311059,8.222,121.63
1757235311067,8.457,118.25
1757235311076,9.251,108.10
1757235311085,8.116,123.21
1757235311094,9.337,107.10
1757235311101,7.453,134.18
1757235311109,8.602,116.25
1757235311118,8.273,120.88
1757235311126,8.318,120.22
1757235311134,8.437,118.53
1757235311144,9.629,103.85
1757235311151,7.449,134.25
1757235311161,8.583,116.51
1757235311169,8.596,116.34
1757235311177,8.242,121.33
1757235311186,9.332,107.16
1757235311196,8.941,111.85
1757235311203,7.490,133.51
1757235311212,8.253,121.18
1757235311220,8.315,120.27
1757235311228,8.366,119.54
1757235311238,9.531,104.92
1757235311247,9.145,109.34
1757235311255,7.594,131.69
1757235311263,8.124,123.09
1757235311271,8.282,120.74
1757235311279,8.346,119.82
1757235311288,8.344,119.85
1757235311297,9.474,105.55
1757235311305,7.597,131.64
1757235311314,9.074,110.21
1757235311322,8.270,120.92
1757235311332,9.734,102.73
1757235311342,9.908,100.92
1757235311349,6.975,143.37
1757235311356,8.425,118.69
1757235311366,8.713,114.77
1757235311374,8.217,121.71
1757235311382,8.526,117.29
1757235311399,16.769,59.63
1757235311400,1.229,813.74
1757235311409,8.429,118.64
1757235311418,8.392,119.17
1757235311426,8.658,115.50
1757235311434,8.116,123.21
1757235311444,9.790,102.15
1757235311451,7.195,138.98
1757235311459,8.129,123.02
1757235311468,8.851,112.99
1757235311476,7.739,129.21
1757235311484,8.279,120.79
1757235311494,9.404,106.34
1757235311501,7.582,131.89
1757235311509,8.094,123.55
1757235311517,8.408,118.93
1757235311526,8.268,120.95
1757235311534,8.432,118.59
1757235311544,9.442,105.91
1757235311551,7.540,132.63
1757235311560,8.651,115.59
1757235311568,8.190,122.10
1757235311576,8.364,119.57
1757235311585,8.440,118.48
1757235311594,9.119,109.66
1757235311601,7.475,133.77
1757235311609,8.290,120.62
1757235311618,8.671,115.32
1757235311626,7.854,127.33
1757235311634,8.349,119.78
1757235311644,9.211,108.56
1757235311651,7.455,134.14
1757235311659,8.172,122.38
1757235311667,8.280,120.77
1757235311675,8.305,120.40
1757235311684,8.227,121.55
1757235311694,10.313,96.96
1757235311704,8.822,113.36
1757235311711,7.784,128.47
1757235311719,8.076,123.83
1757235311728,8.706,114.86
1757235311736,8.538,117.13
1757235311745,8.823,113.34
1757235311752,6.842,146.16
1757235311761,9.452,105.80
1757235311769,7.420,134.77
1757235311777,8.580,116.55
1757235311786,8.021,124.67
1757235311794,9.248,108.13
1757235311803,7.809,128.06
1757235311811,7.997,125.05
1757235311819,8.321,120.17
1757235311827,8.562,116.80
1757235311836,8.102,123.43
1757235311845,9.336,107.11
1757235311853,7.609,131.42
1757235311861,8.432,118.60
1757235311869,8.109,123.32
1757235311877,8.534,117.18
1757235311886,8.252,121.18
1757235311896,9.883,101.18
1757235311903,6.891,145.12
1757235311911,8.456,118.26
1757235311919,8.290,120.63
1757235311928,8.298,120.52
1757235311936,8.447,118.39
1757235311946,9.566,104.54
1757235311953,7.147,139.93
1757235311961,8.404,118.99
1757235311970,9.002,111.09
1757235311979,8.541,117.09
1757235311987,8.231,121.50
1757235311996,9.217,108.50
1757235312004,7.375,135.59
1757235312011,8.320,120.19
1757235312020,8.563,116.79
1757235312029,8.101,123.45
1757235312036,8.379,119.35
1757235312046,9.260,108.00
1757235312054,7.495,133.42
1757235312061,8.340,119.90
1757235312070,8.292,120.61
1757235312078,8.338,119.93
1757235312087,8.325,120.12
1757235312098,10.635,94.03
1757235312105,7.013,142.59
1757235312113,8.288,120.66
1757235312121,8.427,118.67
1757235312129,8.255,121.13
1757235312137,8.286,120.68
1757235312147,9.218,108.49
1757235312155,7.497,133.38
1757235312163,8.317,120.24
1757235312172,9.271,107.86
1757235312181,8.580,116.54
1757235312189,8.248,121.25
1757235312198,9.315,107.35
1757235312206,7.481,133.67
1757235312214,8.178,122.27
1757235312222,8.304,120.42
1757235312230,8.639,115.76
1757235312239,8.303,120.44
1757235312249,9.585,104.33
1757235312256,7.688,130.07
1757235312265,8.218,121.69
1757235312273,8.278,120.80
1757235312282,8.667,115.38
1757235312293,10.620,94.17
1757235312299,6.885,145.24
1757235312307,8.178,122.28
1757235312316,8.253,121.17
1757235312324,8.608,116.18
1757235312333,8.343,119.86
1757235312342,9.658,103.54
1757235312350,8.065,124.00
1757235312358,8.067,123.97
1757235312367,8.227,121.55
1757235312375,8.364,119.56
1757235312383,8.326,120.11
1757235312392,9.143,109.38
1757235312401,8.920,112.11
1757235312409,7.935,126.02
1757235312417,8.322,120.16
1757235312425,8.372,119.45
1757235312434,8.320,120.20
1757235312443,9.123,109.62
1757235312452,7.950,125.79
1757235312460,8.702,114.91
1757235312469,8.335,119.97
1757235312477,8.575,116.62
1757235312486,8.736,114.47
1757235312494,8.500,117.65
1757235312501,7.686,130.11
1757235312510,8.213,121.76
1757235312518,8.556,116.88
1757235312526,8.113,123.25
1757235312535,8.479,117.94
1757235312545,9.601,104.16
1757235312553,7.440,134.42
1757235312560,7.972,125.44
1757235312569,8.332,120.02
1757235312577,8.314,120.28
1757235312586,8.542,117.07
1757235312595,9.441,105.92
1757235312602,7.296,137.06
1757235312610,8.204,121.89
1757235312619,8.260,121.07
1757235312627,8.264,121.01
1757235312635,8.453,118.30
1757235312645,9.167,109.08
1757235312652,7.485,133.59
1757235312661,8.224,121.59
1757235312669,8.766,114.08
1757235312677,8.229,121.53
1757235312686,8.465,118.13
1757235312695,9.559,104.62
1757235312703,7.510,133.15
1757235312711,8.396,119.10
1757235312719,8.289,120.65
1757235312728,8.281,120.76
1757235312736,8.601,116.27
1757235312744,9.189,108.82
1757235312753,7.583,131.87
1757235312761,8.407,118.95
1757235312769,8.329,120.07
1757235312779,8.409,118.92
1757235312787,8.212,121.77
1757235312796,9.234,108.29
1757235312804,7.564,132.21
1757235312812,8.597,116.32
1757235312820,8.059,124.09
1757235312828,8.334,119.99
1757235312836,8.312,120.31
1757235312846,9.115,109.71
1757235312854,7.725,129.45
1757235312861,8.098,123.49
1757235312869,8.268,120.95
1757235312878,8.334,120.00
1757235312887,8.337,119.95
1757235312896,9.587,104.31
1757235312904,8.093,123.56
1757235312913,8.664,115.42
1757235312920,7.931,126.09
1757235312929,8.367,119.52
1757235312938,8.412,118.88
1757235312946,9.206,108.62
1757235312954,7.500,133.33
1757235312964,9.550,104.71
1757235312972,8.470,118.07
1757235312981,8.331,120.03
1757235312989,8.326,120.10
1757235312998,9.215,108.52
1757235313006,7.932,126.07
1757235313015,8.348,119.79
1757235313023,8.259,121.08
1757235313031,8.403,119.01
1757235313039,8.260,121.06
1757235313049,9.144,109.36
1757235313056,7.593,131.70
1757235313064,8.301,120.47
1757235313073,8.908,112.26
1757235313082,8.314,120.28
1757235313090,9.129,109.54
1757235313098,7.542,132.59
1757235313106,8.442,118.45
1757235313114,8.223,121.60
1757235313124,9.129,109.54
1757235313131,7.763,128.81
1757235313142,9.392,106.47
1757235313149,7.586,131.81
1757235313157,8.355,119.69
1757235313166,9.285,107.70
1757235313175,8.041,124.37
1757235313183,8.269,120.94
1757235313192,9.153,109.26
1757235313200,8.581,116.54
1757235313209,9.014,110.93
1757235313217,8.602,116.25
1757235313226,8.136,122.91
1757235313234,8.337,119.95
1757235313244,9.114,109.72
1757235313252,8.361,119.60
1757235313261,8.287,120.67
1757235313268,8.334,119.99
1757235313277,8.341,119.90
1757235313285,8.308,120.36
1757235313295,9.115,109.71
1757235313303,8.141,122.84
1757235313310,7.780,128.54
1757235313319,8.898,112.39
1757235313328,8.332,120.02
1757235313336,8.749,114.30
1757235313345,9.214,108.53
1757235313353,7.550,132.44
1757235313361,8.269,120.93
1757235313369,8.354,119.70
1757235313377,8.333,120.00
1757235313386,8.425,118.69
1757235313395,9.089,110.02
1757235313404,8.328,120.08
1757235313412,7.949,125.81
1757235313420,8.320,120.20
1757235313429,9.327,107.21
1757235313438,8.322,120.16
1757235313447,9.109,109.78
1757235313455,7.564,132.21
1757235313463,8.351,119.74
1757235313471,8.394,119.13
1757235313479,8.238,121.39
1757235313488,8.337,119.94
1757235313496,9.206,108.62
1757235313504,7.717,129.58
1757235313513,8.177,122.30
1757235313521,8.271,120.90
